Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
1222807,The Edge Chronicles 8: Vox: Second Book of Rook,Paul Stewart,"Stewart, Paul",Chris Riddell,"=""0385750811""","=""9780385750813""",0,4.10,David Fickling ,Hardcover,400,2005,2003,,2015/05/12,,,read,,,,1,,,0,,,,,
1222809,The Edge Chronicles 9: Freeglader: Third Book of Rook,Paul Stewart,"Stewart, Paul",Chris Riddell,"=""0385750838""","=""9780385750837""",0,4.24,David Fickling,Library Binding,416,2006,2004,,2015/05/12,,,read,,,,1,,,0,,,,,
4719340,The Edge Chronicles 10: The Immortals: The Book of Nate,Paul Stewart,"Stewart, Paul",Chris Riddell,"=""1846577047""","=""9781846577048""",0,4.38,Doubleday,Audio CD,6,2009,2009,,2015/05/12,,,read,,,,1,,,0,,,,,
607458,The Edge Chronicles 5: Stormchaser: Second Book of Twig,Paul Stewart,"Stewart, Paul",Chris Riddell,"=""0385750706""","=""9780385750707""",0,4.14,David Fickling,Hardcover,386,2004,1999,,2015/05/12,,,read,,,,1,,,0,,,,,
310835,Everything I Know I Learned From TV: Philosophy For the Unrepentant Couch Potato,Mark Rowlands,"Rowlands, Mark",,"=""0091898358""","=""9780091898359""",0,3.53,Ebury Press,Paperback,288,2005,2005,,2015/05/07,to-read,to-read (#136),to-read,,,,0,,,0,,,,,
10222093,Tomatoland: How Modern Industrial Agriculture Destroyed Our Most Alluring Fruit,Barry Estabrook,"Estabrook, Barry",,"=""1449401090""","=""9781449401092""",0,3.91,Andrews McMeel Publishing,Hardcover,240,2011,2011,,2015/05/01,to-read,to-read (#135),to-read,,,,0,,,0,,,,,
9555284,Academically Adrift: Limited Learning on College Campuses,Richard Arum,"Arum, Richard",Josipa Roksa,"=""0226028569""","=""9780226028569""",0,3.38,University Of Chicago Press,Paperback,272,2011,2010,,2015/05/01,to-read,to-read (#134),to-read,,,,0,,,0,,,,,
30659,Meditations,Marcus Aurelius,"Aurelius, Marcus","Martin Hammond, Diskin Clay","=""0140449337""","=""9780140449334""",0,4.21,Penguin Books,Paperback,304,2006,180,,2015/04/26,to-read,to-read (#133),to-read,,,,0,,,0,,,,,
2715,Salt: A World History,Mark Kurlansky,"Kurlansky, Mark",,"=""0142001619""","=""9780142001615""",2,3.73,Penguin Books,Paperback,484,2003,2002,2015/04/24,2014/12/04,,,read,"While the information the book contains is interesting and in depth, it is somewhat scattered. Also, Kurlansky makes some assumptions and connections that are a little too much to believe. Overall, interesting information but uninspiring presentation.",,,1,,,1,,,unspecified,,
20948487,Pressed for Time: The Acceleration of Life in Digital Capitalism,Judy Wajcman,"Wajcman, Judy",,"=""022619647X""","=""9780226196473""",0,3.46,University Of Chicago Press,Hardcover,224,2014,2014,,2015/04/22,to-read,to-read (#132),to-read,,,,0,,,0,,,,,
18465851,Learning to Breathe Fire: The Rise of CrossFit and the Primal Future of Fitness,J.C. Herz,"Herz, J.C.",,"=""0385348878""","=""9780385348874""",0,4.18,Crown Archetype,Hardcover,368,2014,2014,,2015/04/22,to-read,to-read (#131),to-read,,,,0,,,0,,,,,
18050068,Money: The Unauthorized Biography,Felix Martin,"Martin, Felix",,"=""0307962431""","=""9780307962430""",0,3.76,Knopf,Hardcover,336,2014,2013,,2015/04/22,to-read,to-read (#130),to-read,,,,0,,,0,,,,,
18144108,The Leading Indicators: A Short History of the Numbers That Rule Our World,Zachary Karabell,"Karabell, Zachary",,"=""1451651201""","=""9781451651201""",0,3.67,Simon & Schuster,Hardcover,304,2014,2014,,2015/04/22,to-read,to-read (#129),to-read,,,,0,,,0,,,,,
21922548,"Kids Gone Wild: From Rainbow Parties to Sexting, Understanding the Hype Over Teen Sex",Joel Best,"Best, Joel",Kathleen A. Bogle,"=""0814760732""","=""9780814760734""",0,2.52,New York University Press,Hardcover,200,2014,2014,,2015/04/22,to-read,to-read (#128),to-read,,,,0,,,0,,,,,
21413876,The End of the Rainbow: How Educating for Happiness - Not Money - Would Transform Our Schools,Susan Engel,"Engel, Susan",,"=""1595589546""","=""9781595589545""",0,4.11,The New Press,Hardcover,256,2015,2015,,2015/04/22,to-read,to-read (#127),to-read,,,,0,,,0,,,,,
22609353,The Libertarian Mind: A Manifesto for Freedom,David Boaz,"Boaz, David",,"=""1476752842""","=""9781476752846""",0,4.18,Simon & Schuster,Hardcover,320,2015,2015,,2015/04/22,to-read,to-read (#126),to-read,,,,0,,,0,,,,,
22875447,Work Rules!: Insights from Inside Google That Will Transform How You Live and Lead,Laszlo Bock,"Bock, Laszlo",,"=""1455554790""","=""9781455554799""",0,4.16,Twelve,Hardcover,406,2015,2015,,2015/04/22,to-read,to-read (#125),to-read,,,,0,,,0,,,,,
51985,Existentialism Is a Humanism,Jean-Paul Sartre,"Sartre, Jean-Paul","Arlette Elkaïm-Sartre, Annie Cohen-Solal, Carol Macomber","=""0300115466""","=""9780300115468""",5,3.96,Yale University Press,Paperback,108,2007,1946,2015/04/16,2015/04/05,,,read,,,,1,,,0,,,,,
23395719,Becoming Steve Jobs: The Evolution of a Reckless Upstart into a Visionary Leader,Brent Schlender,"Schlender, Brent",Rick Tetzeli,"=""0771079141""","=""9780771079146""",0,4.20,Signal,Hardcover,464,2015,2015,,2015/04/06,to-read,to-read (#124),to-read,,,,0,,,0,,,,,
22773774,Mr. Putin: Operative in the Kremlin,Fiona  Hill,"Hill, Fiona",Clifford G Gaddy,"=""0815726171""","=""9780815726173""",0,4.09,Brookings Institution Press,Paperback,533,2015,2012,,2015/04/04,to-read,to-read (#123),to-read,,,,0,,,0,,,,,
22537682,"A Kim Jong-Il Production: The Extraordinary True Story of a Kidnapped Filmmaker, His Star Actress, and a Young Dictator's Rise to Power",Paul Fischer,"Fischer, Paul",,"=""1250054265""","=""9781250054265""",0,4.14,Flatiron Books,Hardcover,353,2015,2015,,2015/04/04,to-read,to-read (#122),to-read,,,,0,,,0,,,,,
22716448,The Real Doctor Will See You Shortly: A Physician's First Year,Matt   McCarthy,"McCarthy, Matt",,"=""0804138656""","=""9780804138659""",0,4.02,Crown,Hardcover,336,2015,2015,,2015/04/04,to-read,to-read (#121),to-read,,,,0,,,0,,,,,
22822881,Rain: A Natural and Cultural History,Cynthia Barnett,"Barnett, Cynthia",,"=""0804137099""","=""9780804137096""",0,3.86,Crown Publishers,Hardcover,355,2015,2015,,2015/04/04,to-read,to-read (#120),to-read,,,,0,,,0,,,,,
107406,The Great Escape,Paul Brickhill,"Brickhill, Paul",,"=""0304356875""","=""9780304356874""",4,4.24,Cassell Military,Paperback,288,2000,1950,2015/03/26,2015/04/03,,,read,,,,1,,,0,,,,,
998,The Millionaire Next Door: The Surprising Secrets of America's Wealthy,Thomas J. Stanley,"Stanley, Thomas J.",William D. Danko,"=""0671015206""","=""9780671015206""",0,4.01,Gallery Books,Paperback,258,1998,1995,,2015/03/31,to-read,to-read (#118),to-read,,,,0,,,0,,,,,
153800,"Lady Knight (Protector of the Small, #4)",Tamora Pierce,"Pierce, Tamora",,"=""""","=""""",0,4.30,Random House Inc,Mass Market Paperback,416,2007,2002,,2015/03/23,,,read,,,,1,,,0,,,,,
153795,"Squire (Protector of the Small, #3)",Tamora Pierce,"Pierce, Tamora",,"=""""","=""""",0,4.28,,,400,2007,2001,,2015/03/23,,,read,,,,1,,,0,,,,,
153785,"Page (Protector of the Small, #2)",Tamora Pierce,"Pierce, Tamora",,"=""""","=""""",0,4.23,,,290,2008,2000,,2015/03/23,,,read,,,,1,,,0,,,,,
153784,"First Test (Protector of the Small, #1)",Tamora Pierce,"Pierce, Tamora",,"=""0679889175""","=""9780679889175""",0,4.24,Random House Children's Books,Mass Market Paperback,240,2000,1999,,2015/03/23,,,read,,,,1,,,0,,,,,
355917,"Flyte (Septimus Heap, #2)",Angie Sage,"Sage, Angie",Mark Zug,"=""0060577363""","=""9780060577360""",4,3.99,HarperCollins Publishers,Paperback,521,2007,2006,,2015/03/23,,,read,,,,1,,,0,,,,,
10884,Einstein: His Life and Universe,Walter Isaacson,"Isaacson, Walter",,"=""0743264738""","=""9780743264730""",0,4.09,Simon & Schuster,Hardcover,551,2007,2007,,2015/03/21,to-read,to-read (#117),to-read,,,,0,,,0,,,,,
13542723,"Vultures' Picnic: In Pursuit of Petroleum Pigs, Power Pirates, and High-Finance Carnivores",Greg Palast,"Palast, Greg",,"=""0452298644""","=""9780452298644""",0,4.15,Plume,Paperback,416,2012,2011,,2015/03/21,to-read,to-read (#116),to-read,,,,0,,,0,,,,,
1180117,Caesar: A Biography,Christian Meier,"Meier, Christian",David McLintock,"=""0465008941""","=""9780465008940""",0,3.90,Basic Books/HarperCollins Publishers (NYC),Hardcover,527,1996,1969,,2015/03/21,to-read,to-read (#114),to-read,,,,0,,,0,,,,,
2203,John Adams,David McCullough,"McCullough, David",,"=""0743223136""","=""9780743223133""",0,4.06,Simon & Schuster Paperbacks,Paperback,751,2001,2001,,2015/03/21,to-read,to-read (#113),to-read,,,,0,,,0,,,,,
1701,Augustine: A New Biography,James J. O'Donnell,"O'Donnell, James J.",,"=""0060535385""","=""9780060535384""",0,3.70,Harper Perennial,Paperback,432,2006,1985,,2015/03/21,to-read,to-read (#112),to-read,,,,0,,,0,,,,,
270032,Seven Years in Tibet,Heinrich Harrer,"Harrer, Heinrich",,"=""0874778883""","=""9780874778885""",0,4.06,Tarcher,Paperback,330,1997,1952,,2015/03/21,to-read,to-read (#110),to-read,,,,0,,,0,,,,,
19399,The Unmasking of Oscar Wilde,Joseph Pearce,"Pearce, Joseph",,"=""1586170260""","=""9781586170264""",0,4.25,Ignatius Press,Hardcover,412,2005,2000,,2015/03/21,to-read,to-read (#109),to-read,,,,0,,,0,,,,,
7940589,Malcolm X: A Life of Reinvention,Manning Marable,"Marable, Manning",,"=""0670022209""","=""9780670022205""",0,4.21,Viking Adult,Hardcover,608,2011,2011,,2015/03/21,to-read,to-read (#108),to-read,,,,0,,,0,,,,,
20821092,Napoleon: A Life,Andrew Roberts,"Roberts, Andrew",,"=""0670025321""","=""9780670025329""",0,4.24,Viking,Hardcover,926,2014,2014,,2015/03/21,to-read,to-read (#107),to-read,,,,0,,,0,,,,,
35212,How to Talk to Anyone: 62 Little Tricks for Big Success in Relationships,Leil Lowndes,"Lowndes, Leil",,"=""1593160267""","=""9781593160265""",2,3.80,Listen & Live Audio,Audio CD,0,2004,1999,2015/03/18,2015/03/21,,,read,"Okay advice, just really badly written. Sounds like a grandma on an optimism binge. ",,,1,,,0,,,,,
6683549,You Are Not a Gadget,Jaron Lanier,"Lanier, Jaron",,"=""0307269647""","=""9780307269645""",2,3.51,Alfred A. Knopf,Hardcover,221,2010,2010,2015/03/19,2014/12/01,,,read,Apocalypticcaly fallacious and just boring and dramatized in a really sad way.,,,1,,,1,,,unspecified,,
13152864,The Dictator's Learning Curve: Inside the Global Battle for Democracy,William J. Dobson,"Dobson, William J.",,"=""0385533357""","=""9780385533355""",5,3.98,Doubleday,Hardcover,352,2012,2012,2015/02/23,2015/01/22,,,read,,,,1,,,1,,,unspecified,,
7865083,Liar's Poker,Michael   Lewis,"Lewis, Michael",,"=""039333869X""","=""9780393338690""",4,4.17,W. W. Norton  Company,Paperback,320,2010,2009,2015/02/11,2014/12/26,,,read,,,,1,,,1,,,unspecified,,
126674,Beethoven,Maynard Solomon,"Solomon, Maynard",,"=""0825672686""","=""9780825672682""",0,4.16,Schirmer Trade Books,Paperback,554,2001,1977,,2015/01/29,to-read,to-read (#105),to-read,,,,0,,,0,,,,,
18222670,Beethoven: Anguish and Triumph,Jan Swafford,"Swafford, Jan",,"=""061805474X""","=""9780618054749""",0,4.19,Houghton Mifflin Harcourt,Hardcover,1077,2014,2014,,2015/01/29,to-read,to-read (#104),to-read,,,,0,,,0,,,,,
2429135,"The Girl with the Dragon Tattoo (Millennium, #1)",Stieg Larsson,"Larsson, Stieg",Reg Keeland,"=""0307269752""","=""9780307269751""",4,4.12,Knopf,Hardcover,465,2008,2005,2015/01/24,2014/12/01,,,read,,,,1,,,1,,,unspecified,,
7869,"The Bourne Identity (Jason Bourne, #1)",Robert Ludlum,"Ludlum, Robert",,"=""0752864327""","=""9780752864327""",0,3.99,Orion,Paperback,566,2005,1980,,2015/01/13,to-read,to-read (#103),to-read,,,,0,,,0,,,,,
15769,"The Bourne Supremacy (Jason Bourne, #2)",Robert Ludlum,"Ludlum, Robert",,"=""0752863886""","=""9780752863887""",0,4.10,Orion,Mass Market Paperback,688,2004,1986,,2015/01/13,to-read,to-read (#102),to-read,,,,0,,,0,,,,,
31259,"The Bourne Ultimatum (Jason Bourne, #3)",Robert Ludlum,"Ludlum, Robert",,"=""0752858491""","=""9780752858494""",0,4.05,Orion,Mass Market Paperback,725,2004,1990,,2015/01/13,to-read,to-read (#101),to-read,,,,0,,,0,,,,,
677591,The Subjection of Women,John Stuart Mill,"Mill, John Stuart",,"=""1594625328""","=""9781594625329""",0,3.86,Book Jungle,Paperback,136,2007,1869,,2015/01/13,to-read,to-read (#100),to-read,,,,0,,,0,,,,,
108422,"The Race Beat: The Press, the Civil Rights Struggle, and the Awakening of a Nation",Gene Roberts,"Roberts, Gene",Hank Klibanoff,"=""0679403817""","=""9780679403814""",0,4.17,Knopf,Hardcover,528,2006,2006,,2015/01/12,to-read,to-read (#99),to-read,,,,0,,,1,,,unspecified,,
9151181,Onward: How Starbucks Fought for Its Life without Losing Its Soul,Howard Schultz,"Schultz, Howard",Joanne Gordon,"=""1605292885""","=""9781605292885""",0,3.80,Rodale Books,Hardcover,350,2011,2007,,2015/01/12,to-read,to-read (#98),to-read,,,,0,,,1,,,unspecified,,
2932,Robinson Crusoe,Daniel Defoe,"Defoe, Daniel","Gerald McCann, Virginia Woolf","=""0375757325""","=""9780375757327""",0,3.66,Modern Library,Paperback,320,2001,1719,,2015/01/12,to-read,to-read (#97),to-read,,,,0,,,1,,,unspecified,,
153747,"Moby-Dick or, The Whale",Herman Melville,"Melville, Herman","Andrew Delbanco, Tom Quirk","=""0142437247""","=""9780142437247""",0,3.47,Penguin Classics,Paperback,720,2003,1851,,2015/01/12,to-read,to-read (#96),to-read,,,,0,,,1,,,unspecified,,
18114322,The Grapes of Wrath,John Steinbeck,"Steinbeck, John",,"=""067001690X""","=""9780670016907""",0,3.93,Viking,Hardcover,479,2014,1939,,2015/01/12,to-read,to-read (#95),to-read,,,,0,,,1,,,unspecified,,
18288,Critique of Pure Reason,Immanuel Kant,"Kant, Immanuel","Paul Guyer, Allen W. Wood","=""0521657296""","=""9780521657297""",0,3.92,Cambridge University Press,Paperback,796,1999,1781,,2015/01/12,to-read,to-read (#94),to-read,,,,0,,,1,,,unspecified,,
1885,Pride and Prejudice,Jane Austen,"Austen, Jane","Anna Quindlen, Margaret Oliphant, George Saintsbury, Mark Twain, A.C. Bradley, Walter A. Raleigh, Virginia Woolf","=""0679783261""","=""9780679783268""",0,4.25,Modern Library,Paperback,279,2000,1813,,2015/01/12,to-read,to-read (#92),to-read,,,,0,,,1,,,unspecified,,
338798,Ulysses,James Joyce,"Joyce, James",,"=""0679722769""","=""9780679722762""",0,3.74,Vintage,Paperback,810,1990,1922,,2015/01/12,to-read,to-read (#91),to-read,,,,0,,,1,,,unspecified,,
24280,Les Misérables,Victor Hugo,"Hugo, Victor","Lee Fahnestock, Norman MacAfee","=""0451525264""","=""9780451525260""",0,4.15,Signet Classics,Mass Market Paperback,1463,1987,1862,,2015/01/12,to-read,to-read (#90),to-read,,,,0,,,1,,,unspecified,,
656,War and Peace,Leo Tolstoy,"Tolstoy, Leo","Henry Gifford, Aylmer Maude, Louise Maude, سامي الدروبي, صياح الجهيم","=""0192833987""","=""9780192833983""",0,4.11,Oxford University Press,Paperback,1392,1998,1868,,2015/01/12,to-read,to-read (#89),to-read,,,,0,,,1,,,unspecified,,
19501,"Eat, Pray, Love",Elizabeth Gilbert,"Gilbert, Elizabeth",,"=""0143038419""","=""9780143038412""",0,3.52,Riverhead Books,Paperback,334,2007,2006,,2015/01/12,to-read,to-read (#88),to-read,,,,0,,,1,,,unspecified,,
49436,Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,Greg Mortenson,"Mortenson, Greg",David Oliver Relin,"=""0143038257""","=""9780143038252""",0,3.64,Penguin ,Paperback,349,2007,2006,,2015/01/12,to-read,to-read (#87),to-read,,,,0,,,1,,,unspecified,,
180463,Leadership and Self-Deception: Getting Out of the Box,The Arbinger Institute,"Institute, The Arbinger",,"=""1576751740""","=""9781576751749""",0,4.11,Berrett-Koehler Publishers,Paperback,180,2002,2000,,2015/01/12,to-read,to-read (#85),to-read,,,,0,,,1,,,unspecified,,
4406,East of Eden,John Steinbeck,"Steinbeck, John",,"=""0142000655""","=""9780142000656""",0,4.35,Penguin Books,Paperback,601,2002,1952,,2015/01/12,to-read,to-read (#84),to-read,,,,0,,,1,,,unspecified,,
30597,The Hunchback of Notre-Dame,Victor Hugo,"Hugo, Victor",Walter J. Cobb,"=""0451527887""","=""9780451527882""",0,3.98,Signet Classics,Paperback,510,2001,1831,,2015/01/12,to-read,to-read (#83),to-read,,,,0,,,1,,,unspecified,,
30810,"Reefer Madness: Sex, Drugs, and Cheap Labor in the American Black Market",Eric Schlosser,"Schlosser, Eric",,"=""0618446702""","=""9780618446704""",3,3.77,Mariner Books,Paperback,352,2004,2003,2015/01/11,2014/12/13,,,read,,,,1,,,1,,,unspecified,,
5297,The Picture of Dorian Gray,Oscar Wilde,"Wilde, Oscar",Jeffrey Eugenides,"=""0375751513""","=""9780375751516""",4,4.06,Random House: Modern Library,Paperback,254,1998,1890,2015/01/08,2014/12/13,,,read,,,,1,,,1,,,unspecified,,
13539044,The Silver Linings Playbook,Matthew Quick,"Quick, Matthew",,"=""0374533571""","=""9780374533571""",0,4.00,"Sarah Crichton Books / Farrar, Straus and Giroux",Paperback,289,2012,2008,,2015/01/11,to-read,to-read (#82),to-read,,,,0,,,1,,,unspecified,,
19057,I Am the Messenger,Markus Zusak,"Zusak, Markus",,"=""0375836675""","=""9780375836671""",0,4.09,Alfred A. Knopf Borzoi Books,Paperback,360,2006,2002,,2014/12/26,to-read,to-read (#81),to-read,,,,0,,,1,,,unspecified,,
19063,The Book Thief,Markus Zusak,"Zusak, Markus",,"=""0375831002""","=""9780375831003""",5,4.36,Alfred A. Knopf Books for Young Readers,Hardcover,552,2006,2005,2014/12/26,2014/12/07,,,read,,,,1,,,1,,,unspecified,,
95784,The Rape of Nanking,Iris Chang,"Chang, Iris",,"=""0140277447""","=""9780140277449""",0,4.09,Penguin Books,Paperback,290,1998,1997,,2014/12/21,to-read,to-read (#79),to-read,,,,0,,,0,,,,,
39020,1491: New Revelations of the Americas Before Columbus,Charles C. Mann,"Mann, Charles C.",,"=""1400032059""","=""9781400032051""",0,4.01,Vintage,Paperback,541,2006,2005,,2014/12/21,to-read,to-read (#78),to-read,,,,0,,,0,,,,,
16213,The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus,Richard   Preston,"Preston, Richard",,"=""0385495226""","=""9780385495226""",0,4.10,Anchor Books,Paperback,352,1999,1994,,2014/12/21,to-read,to-read (#77),to-read,,,,0,,,0,,,,,
1869,Nickel and Dimed: On (Not) Getting by in America,Barbara Ehrenreich,"Ehrenreich, Barbara",,"=""0805063897""","=""9780805063899""",0,3.60,Owl Books (Henry Holt),Paperback,240,2002,2001,,2014/12/21,to-read,to-read (#76),to-read,,,,0,,,0,,,,,
1097,Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,"Schlosser, Eric",,"=""0060838582""","=""9780060838584""",4,3.73,Harper Perennial,Paperback,399,2005,2001,2014/07/12,2014/07/13,,,read,,,,1,,,1,,,unspecified,,
168642,In Cold Blood,Truman Capote,"Capote, Truman",,"=""0679745580""","=""9780679745587""",0,4.05,Vintage,Paperback,343,1994,1966,,2014/12/21,to-read,to-read (#75),to-read,,,,0,,,1,,,unspecified,,
78127,On Killing: The Psychological Cost of Learning to Kill in War and Society,Dave Grossman,"Grossman, Dave",,"=""0316191442""","=""9780316191449""",0,4.17,Back Bay Books,Paperback,367,2003,1995,,2014/12/21,to-read,to-read (#74),to-read,,,,0,,,1,,,unspecified,,
54209,Ever Since Darwin: Reflections in Natural History,Stephen Jay Gould,"Gould, Stephen Jay",,"=""0393308189""","=""9780393308181""",0,4.12,W. W. Norton  Company,Paperback,285,1992,1977,,2014/12/21,to-read,to-read (#73),to-read,,,,0,,,1,,,unspecified,,
373755,"Absalom, Absalom!",William Faulkner,"Faulkner, William",,"=""0679732187""","=""9780679732181""",0,3.96,Vintage,Paperback,320,1991,1936,,2014/12/21,to-read,to-read (#72),to-read,,,,0,,,1,,,unspecified,,
147602,The First American: The Life and Times of Benjamin Franklin,H.W. Brands,"Brands, H.W.",,"=""0385495404""","=""9780385495400""",0,4.09,Anchor Books,Paperback,765,2002,2000,,2014/12/21,to-read,to-read (#71),to-read,,,,0,,,1,,,unspecified,,
88634,Liberal Fascism: The Secret History of the American Left from Mussolini to the Politics of Meaning,Jonah Goldberg,"Goldberg, Jonah",,"=""0385511841""","=""9780385511841""",0,4.00,Doubleday,Hardcover,405,2008,2007,,2014/12/21,to-read,to-read (#70),to-read,,,,0,,,0,,,,,
968,"The Da Vinci Code (Robert Langdon, #2)",Dan Brown,"Brown, Dan",,"=""0307277674""","=""9780307277671""",0,3.80,Anchor,Paperback,481,2006,2003,,2014/12/21,to-read,to-read (#69),to-read,,,,0,,,1,,,unspecified,,
9742,The Audacity of Hope: Thoughts on Reclaiming the American Dream,Barack Obama,"Obama, Barack",,"=""0307237699""","=""9780307237699""",0,3.70,Crown,Hardcover,375,2006,2006,,2014/12/21,to-read,to-read (#68),to-read,,,,0,,,1,,,unspecified,,
767171,The Rise and Fall of the Third Reich: A History of Nazi Germany,William L. Shirer,"Shirer, William L.",,"=""0671728687""","=""9780671728687""",0,4.15,Simon & Schuster,Mass Market Paperback,1614,1990,1960,,2014/12/21,to-read,to-read (#67),to-read,,,,0,,,1,,,unspecified,,
32261,Tess of the D'Urbervilles,Thomas Hardy,"Hardy, Thomas","Tim Dolin, Margaret R. Higonnet","=""0141439599""","=""9780141439594""",0,3.77,Penguin Classics,Paperback,518,2003,1891,,2014/12/21,to-read,to-read (#66),to-read,,,,0,,,1,,,unspecified,,
50827,Dombey and Son,Charles Dickens,"Dickens, Charles",Jonathan Lethem,"=""0812967437""","=""9780812967432""",0,3.91,Modern Library,Paperback,880,2003,1848,,2014/12/21,to-read,to-read (#65),to-read,,,,0,,,1,,,unspecified,,
58696,David Copperfield,Charles Dickens,"Dickens, Charles",Jeremy Tambling,"=""0140439447""","=""9780140439441""",0,3.97,Penguin,Paperback,882,2004,1849,,2014/12/21,to-read,to-read (#64),to-read,,,,0,,,1,,,unspecified,,
2623,Great Expectations,Charles Dickens,"Dickens, Charles",,"=""0192833596""","=""9780192833594""",0,3.75,Oxford University Press,Paperback,505,1998,1860,,2014/12/21,to-read,to-read (#63),to-read,,,,0,,,1,,,unspecified,,
18254,Oliver Twist,Charles Dickens,"Dickens, Charles","Machado de Assis, George Cruikshank, Philip Horne","=""0141439742""","=""9780141439747""",0,3.85,Penguin Books,Paperback,608,2003,1838,,2014/12/21,to-read,to-read (#62),to-read,,,,0,,,1,,,unspecified,,
352262,"How to Train Your Dragon (How to Train Your Dragon, #1)",Cressida Cowell,"Cowell, Cressida",,"=""0316737372""","=""9780316737371""",5,3.86,"Little, Brown Books for Young Readers",Hardcover,214,2004,2003,,2014/12/13,,,read,,,,1,,,0,,,,,
10836,Che Guevara: A Revolutionary Life,Jon Lee Anderson,"Anderson, Jon Lee",,"=""0802135587""","=""9780802135582""",0,4.11,Grove Press (NYC),Paperback,814,1997,1997,,2014/12/17,to-read,to-read (#61),to-read,,,,0,,,0,,,,,
1401381,Ivanhoe,Walter Scott,"Scott, Walter",,"=""0553213261""","=""9780553213263""",0,3.75,Bantam Classics,Paperback,448,1988,1819,,2014/12/17,to-read,to-read (#60),to-read,,,,0,,,1,,,unspecified,,
18467746,The Norm Chronicles: Stories and Numbers About Danger and Death,Michael Blastland,"Blastland, Michael",David Spiegelhalter,"=""0465085709""","=""9780465085705""",0,3.62,Basic Books,Paperback,384,2014,2013,,2014/12/17,to-read,to-read (#55),to-read,,,,0,,,0,,,,,
5081341,I Know Why the Caged Bird Sings,Maya Angelou,"Angelou, Maya",,"=""0812980026""","=""9780812980028""",0,4.20,Random House Trade Paperbacks,Paperback,304,2009,1969,,2014/12/17,to-read,to-read (#56),to-read,,,,0,,,0,,,,,
15792893,The Outsourced Self: Intimate Life in Market Times,Arlie Russell Hochschild,"Hochschild, Arlie Russell",,"=""1250024196""","=""9781250024190""",0,3.58,Picador,Paperback,336,2013,2012,,2014/12/17,to-read,to-read (#57),to-read,,,,0,,,0,,,,,
1006611,The Other Side of the River,Alex Kotlowitz,"Kotlowitz, Alex",,"=""0385477201""","=""9780385477208""",0,3.78,Doubleday (NYC),Hardcover,317,1998,1998,,2014/12/17,to-read,to-read (#58),to-read,,,,0,,,0,,,,,
76919,"Guns, Germs and Steel: The Fates of Human Societies",Jared Diamond,"Diamond, Jared",,"=""0393317552""","=""9780393317558""",0,4.00,W.W. Norton & Company (NY/London),Paperback,480,1999,1997,,2014/12/17,to-read,to-read (#48),to-read,,,,0,,,0,,,,,
9550157,Hitch-22: A Memoir,Christopher Hitchens,"Hitchens, Christopher",,"=""044654034X""","=""9780446540346""",0,4.03,Twelve,Paperback,434,2011,2010,,2014/12/17,to-read,to-read (#59),to-read,,,,0,,,0,,,,,
21856367,"The Innovators: How a Group of  Hackers, Geniuses and Geeks Created the Digital Revolution",Walter Isaacson,"Isaacson, Walter",,"=""147670869X""","=""9781476708690""",0,4.04,Simon and Schuster,Hardcover,528,2014,2014,,2014/12/13,to-read,to-read (#43),to-read,,,,0,,,0,,,,,
20948744,Curiosity: How Science Became Interested in Everything,Philip Ball,"Ball, Philip",,"=""022621169X""","=""9780226211695""",0,3.68,University Of Chicago Press,Paperback,480,2014,2012,,2014/12/17,to-read,to-read (#54),to-read,,,,0,,,0,,,,,
15751404,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316204366""","=""9780316204361""",0,3.91,"Little, Brown and Company",Hardcover,305,2013,2009,,2014/12/17,to-read,to-read (#54),to-read,,,,0,,,0,,,,,
18114118,"Caffeinated: How Our Daily Habit Helps, Hurts, and Hooks Us",Murray Carpenter,"Carpenter, Murray",,"=""1594631387""","=""9781594631382""",0,3.59,Avery,Hardcover,288,2014,2014,,2014/12/17,to-read,to-read (#49),to-read,,,,0,,,0,,,,,
20518881,"Wonder Women: Sex, Power, and the Quest for Perfection",Debora L. Spar,"Spar, Debora L.",,"=""1250056063""","=""9781250056061""",0,3.55,Picador,Paperback,320,2014,2013,,2014/12/17,to-read,to-read (#50),to-read,,,,0,,,0,,,,,
9314180,What the Dog Saw: And Other Adventures,Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316076201""","=""9780316076203""",0,3.83,Back Bay Books,Paperback,410,2010,2009,,2014/12/17,to-read,to-read (#51),to-read,,,,0,,,0,,,,,
